remoteip,total_access,total_kb,cpu_load,uptime,reqpersec,bytespersec,bytesperrec,busy,idle,timestamp1,date,b,i,w,r,s,g,i,d,k,l,presentstatus,Downtime
localhost,952,551,0.141797,1213,0.784831,465.148,592.672,3,6,1356792183,1011048,3,9,0,0,0,0,0,0,0,0,1,0
localhost,954,552,0.14321,1215,0.785185,465.225,592.503,3,6,1356792183,1011050,3,9,0,0,0,0,0,0,0,0,1,0
localhost,956,553,0.14321,1215,0.786831,466.067,592.335,3,6,1356792184,1011050,3,9,0,0,0,0,0,0,0,0,1,0
localhost,958,554,0.143796,1217,0.787182,466.143,592.167,3,6,1356792186,1011050,3,9,0,0,0,0,0,0,0,0,1,0
localhost,960,555,0.14356,1219,0.787531,466.218,592,3,6,1356792188,1011050,3,9,0,0,0,0,0,0,0,0,1,0
localhost,962,557,0.143443,1220,0.788525,467.515,592.898,3,6,1356792190,1011050,3,9,0,0,0,0,0,0,0,0,1,0
localhost,964,558,0.143208,1222,0.788871,467.588,592.73,3,6,1356792192,1011052,3,9,0,0,0,0,0,0,0,0,1,0
localhost,966,559,0.143791,1224,0.789216,467.66,592.563,3,6,1356792194,1011052,3,9,0,0,0,0,0,0,0,0,1,0
localhost,968,560,0.143556,1226,0.78956,467.732,592.397,3,6,1356792196,1011055,3,9,0,0,0,0,0,0,0,0,1,0
localhost,970,561,0.143206,1229,0.78926,467.424,592.231,3,6,1356792198,1011055,3,9,0,0,0,0,0,0,0,0,1,0
localhost,972,562,0.143786,1231,0.789602,467.496,592.066,3,6,1356792201,1011055,3,9,0,0,0,0,0,0,0,0,1,0
localhost,974,564,0.143436,1234,0.789303,468.019,592.953,3,6,1356792203,1011055,3,9,0,0,0,0,0,0,0,0,1,0
localhost,976,565,0.144013,1236,0.789644,468.091,592.787,3,6,1356792203,1011055,3,9,0,0,0,0,0,0,0,0,1,0
localhost,978,566,0.14378,1238,0.789984,468.162,592.622,3,6,1356792206,1011055,3,9,0,0,0,0,0,0,0,0,1,0
localhost,980,567,0.144588,1238,0.791599,468.989,592.457,3,6,1356792208,1011055,3,9,0,0,0,0,0,0,0,0,1,0
localhost,982,568,0.144355,1240,0.791935,469.058,592.293,3,6,1356792210,1011055,3,9,0,0,0,0,0,0,0,0,1,0
localhost,984,569,0.144122,1242,0.792271,469.127,592.13,3,6,1356792212,1011055,3,9,0,0,0,0,0,0,0,0,1,0
localhost,986,571,0.143775,1245,0.791968,469.642,593.006,3,6,1356792214,1011057,3,9,0,0,0,0,0,0,0,0,1,0
localhost,988,572,0.143545,1247,0.792302,469.71,592.842,3,6,1356792217,1011057,3,9,0,0,0,0,0,0,0,0,1,0
localhost,990,573,0.143315,1249,0.792634,469.777,592.679,3,6,1356792219,1011058,3,9,0,0,0,0,0,0,0,0,1,0
localhost,992,574,0.143086,1251,0.792966,469.845,592.516,3,6,1356792221,1011100,3,9,0,0,0,0,0,0,0,0,1,0
localhost,994,575,0.143655,1253,0.793296,469.912,592.354,3,6,1356792223,1011100,3,9,0,0,0,0,0,0,0,0,1,0
localhost,996,576,0.143312,1256,0.792994,469.605,592.193,3,6,1356792225,1011100,3,9,0,0,0,0,0,0,0,0,1,0
localhost,998,578,0.144789,1257,0.793954,470.861,593.058,3,6,1356792227,1011100,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1000,579,0.144559,1259,0.794281,470.926,592.896,3,6,1356792227,1011100,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1002,580,0.144559,1259,0.79587,471.739,592.735,3,6,1356792228,1011100,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1004,581,0.14433,1261,0.796193,471.803,592.574,3,6,1356792230,1011100,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1006,582,0.144101,1263,0.796516,471.867,592.414,3,6,1356792232,1011100,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1008,583,0.143987,1264,0.797468,472.304,592.254,3,6,1356792234,1011100,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1010,585,0.143646,1267,0.797159,472.802,593.109,3,6,1356792237,1011100,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1012,586,0.14342,1269,0.797478,472.864,592.949,3,6,1356792237,1011100,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1014,587,0.14342,1269,0.799054,473.671,592.789,3,6,1356792239,1011100,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1016,588,0.143981,1271,0.799371,473.731,592.63,3,6,1356792241,1011101,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1018,589,0.143642,1274,0.799058,473.419,592.472,3,6,1356792244,1011104,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1020,590,0.143417,1276,0.799373,473.48,592.314,3,6,1356792246,1011104,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1022,591,0.143862,1279,0.799062,473.17,592.157,3,6,1356792248,1011104,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1024,593,0.143638,1281,0.799375,474.03,593,3,6,1356792250,1011105,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1026,594,0.143414,1283,0.799688,474.089,592.842,3,6,1356792253,1011105,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1028,595,0.143191,1285,0.8,474.148,592.685,3,6,1356792255,1011105,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1030,596,0.143634,1288,0.799689,473.839,592.528,3,6,1356792258,1011105,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1032,597,0.143411,1290,0.8,473.898,592.372,3,6,1356792262,1011105,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1034,598,0.143629,1295,0.798456,472.859,592.217,3,6,1356792262,1011105,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1036,600,0.144402,1295,0.8,474.44,593.05,3,6,1356792262,1011105,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1038,601,0.144402,1295,0.801544,475.231,592.894,3,6,1356792265,1011105,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1040,602,0.14495,1297,0.80185,475.288,592.738,3,6,1356792267,1011106,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1042,603,0.144727,1299,0.802156,475.344,592.583,3,6,1356792270,1011107,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1044,604,0.14505,1303,0.801228,474.671,592.429,3,6,1356792270,1011110,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1046,605,0.14505,1303,0.802763,475.457,592.275,3,6,1356792274,1011110,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1048,607,0.144606,1307,0.801836,475.568,593.099,3,6,1356792280,1011110,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1050,608,0.143945,1313,0.799695,474.175,592.945,3,6,1356792283,1011110,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1052,609,0.143726,1315,0.8,474.233,592.791,3,6,1356792283,1011110,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1054,610,0.143726,1315,0.801521,475.011,592.638,3,6,1356792287,1011110,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1056,611,0.143939,1320,0.8,473.988,592.485,3,6,1356792291,1011110,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1058,612,0.144369,1323,0.799698,473.687,592.333,3,6,1356792295,1011110,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1060,614,0.144687,1327,0.798794,473.803,593.147,3,6,1356792295,1011110,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1062,615,0.144578,1328,0.799699,474.217,592.994,3,6,1356792298,1011113,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1064,616,0.144361,1330,0.8,474.274,592.842,3,6,1356792300,1011113,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1066,617,0.144144,1332,0.8003,474.33,592.69,3,6,1356792302,1011115,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1068,618,0.143928,1334,0.8006,474.387,592.539,3,6,1356792302,1011115,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1070,619,0.14382,1335,0.801498,474.799,592.389,3,6,1356792304,1011115,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1072,621,0.143605,1337,0.801795,475.62,593.194,3,6,1356792307,1011115,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1074,622,0.143922,1341,0.800895,474.965,593.043,3,6,1356792311,1011115,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1076,623,0.143708,1343,0.801191,475.02,592.892,3,6,1356792313,1011115,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1078,624,0.143494,1345,0.801487,475.075,592.742,3,6,1356792315,1011115,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1080,625,0.143917,1348,0.801187,474.777,592.593,3,6,1356792317,1011115,3,4,0,0,0,6,0,0,0,0,1,0
localhost,1082,626,0.144444,1350,0.801481,474.833,592.444,3,6,1356792320,1011117,3,5,0,0,0,6,0,0,0,0,1,0
localhost,1084,627,0.14497,1352,0.801775,474.888,592.295,3,6,1356792320,1011119,3,5,0,0,0,6,0,0,0,0,1,0
localhost,1086,629,0.14571,1352,0.803254,476.402,593.09,3,6,1356792322,1011120,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1088,630,0.145495,1354,0.803545,476.455,592.941,3,6,1356792324,1011120,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1090,631,0.14528,1356,0.803835,476.507,592.793,3,6,1356792326,1011120,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1092,632,0.145066,1358,0.804124,476.56,592.645,3,6,1356792328,1011120,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1094,633,0.144853,1360,0.804412,476.612,592.497,3,6,1356792328,1011120,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1096,634,0.144747,1361,0.80529,477.014,592.35,3,6,1356792331,1011120,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1098,636,0.144534,1363,0.805576,477.817,593.137,3,6,1356792333,1011120,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1100,637,0.144322,1365,0.805861,477.867,592.989,3,6,1356792335,1011120,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1102,638,0.144006,1368,0.805556,477.567,592.842,3,6,1356792337,1011120,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1104,639,0.144526,1370,0.805839,477.618,592.696,3,6,1356792337,1011121,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1106,640,0.144526,1370,0.807299,478.365,592.55,3,6,1356792342,1011123,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1108,641,0.144833,1374,0.806405,477.718,592.404,3,6,1356792344,1011124,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1110,643,0.145243,1377,0.8061,478.164,593.182,3,6,1356792346,1011125,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1112,644,0.145864,1378,0.806967,478.56,593.036,3,6,1356792348,1011125,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1114,645,0.145441,1382,0.806078,477.916,592.89,3,6,1356792350,1011125,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1116,646,0.145441,1382,0.807525,478.657,592.746,3,6,1356792352,1011125,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1118,647,0.145231,1384,0.807803,478.705,592.601,3,6,1356792352,1011125,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1120,648,0.145231,1384,0.809249,479.445,592.457,3,6,1356792354,1011125,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1122,650,0.145022,1386,0.809524,480.231,593.226,3,6,1356792356,1011125,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1124,651,0.144708,1389,0.809215,479.931,593.082,3,6,1356792358,1011128,1,4,0,0,0,0,0,0,0,0,1,0
localhost,1126,652,0.1445,1391,0.80949,479.977,592.938,3,6,1356792360,1011128,1,4,0,0,0,0,0,0,0,0,1,0
localhost,1128,653,0.145011,1393,0.809763,480.023,592.794,3,6,1356792362,1011130,0,0,0,0,0,0,0,0,0,0,1,0
localhost,1130,654,0.146237,1395,0.810036,480.069,592.651,3,6,1356792365,1011130,0,0,0,0,0,0,0,0,0,0,1,0
localhost,1132,655,0.146027,1397,0.810308,480.115,592.509,3,6,1356792367,1011130,0,0,0,0,0,0,0,0,0,0,1,0
localhost,1134,657,0.146533,1399,0.810579,480.892,593.27,3,6,1356792369,1011130,1,9,0,0,0,0,0,0,0,0,1,0
localhost,1136,658,0.147038,1401,0.810849,480.936,593.127,3,6,1356792371,1011130,2,8,0,0,0,0,0,0,0,0,1,0
localhost,1138,659,0.146724,1404,0.810541,480.638,592.984,3,6,1356792374,1011130,3,7,0,0,0,0,0,0,0,0,1,0
localhost,1140,660,0.147226,1406,0.810811,480.683,592.842,3,6,1356792376,1011130,3,7,0,0,0,0,0,0,0,0,1,0
localhost,1142,661,0.147017,1408,0.81108,480.727,592.701,3,6,1356792378,1011130,3,7,0,0,0,0,0,0,0,0,1,0
localhost,1144,662,0.146704,1411,0.810773,480.431,592.559,3,6,1356792380,1011130,3,7,0,0,0,0,0,0,0,0,1,0
localhost,1146,664,0.146497,1413,0.81104,481.2,593.312,3,6,1356792380,1011130,3,7,0,0,0,0,0,0,0,0,1,0
localhost,1148,665,0.146996,1415,0.811307,481.244,593.171,3,6,1356792383,1011130,3,7,0,0,0,0,0,0,0,0,1,0
localhost,1150,666,0.146996,1415,0.812721,481.967,593.03,3,6,1356792385,1011130,3,6,0,0,0,1,0,0,0,0,1,0
localhost,1152,667,0.146789,1417,0.812985,482.01,592.889,3,6,1356792387,1011130,3,6,0,0,0,1,0,0,0,0,1,0
localhost,1154,668,0.147287,1419,0.813249,482.052,592.749,3,6,1356792388,1011130,3,6,0,0,0,1,0,0,0,0,1,0
localhost,1156,669,0.14708,1421,0.813512,482.094,592.609,3,6,1356792390,1011130,3,6,0,0,0,1,0,0,0,0,1,0
localhost,1158,670,0.146873,1423,0.813774,482.136,592.47,3,6,1356792392,1011133,3,6,0,0,0,1,0,0,0,0,1,0
localhost,1160,672,0.146667,1425,0.814035,482.897,593.214,3,6,1356792392,1011134,3,6,0,0,0,1,0,0,0,0,1,0
localhost,1162,673,0.147368,1425,0.815439,483.615,593.074,3,6,1356792395,1011135,3,6,0,0,0,1,0,0,0,0,1,0
localhost,1164,674,0.147162,1427,0.815697,483.655,592.935,3,6,1356792397,1011135,3,6,0,0,0,1,0,0,0,0,1,0
localhost,1166,675,0.147552,1430,0.815385,483.357,592.796,3,6,1356792399,1011135,3,6,0,0,0,1,0,0,0,0,1,0
localhost,1168,676,0.147449,1431,0.816212,483.734,592.658,3,6,1356792401,1011135,3,6,0,0,0,1,0,0,0,0,1,0
localhost,1170,677,0.147244,1433,0.816469,483.774,592.52,3,6,1356792401,1011135,3,6,0,0,0,1,0,0,0,0,1,0
localhost,1172,679,0.147141,1434,0.817294,484.865,593.256,3,6,1356792403,1011135,3,7,0,0,0,0,0,0,0,0,1,0
localhost,1174,680,0.147038,1435,0.818118,485.24,593.118,3,6,1356792406,1011135,3,6,0,0,0,1,0,0,0,0,1,0
localhost,1176,681,0.147427,1438,0.817803,484.94,592.98,3,6,1356792406,1011136,3,6,0,0,0,1,0,0,0,0,1,0
localhost,1178,682,0.147427,1438,0.819193,485.652,592.842,3,6,1356792409,1011138,3,6,0,0,0,1,0,0,0,0,1,0
localhost,1180,683,0.147712,1442,0.818308,485.015,592.705,3,6,1356792411,1011138,3,6,0,0,0,1,0,0,0,0,1,0
localhost,1182,684,0.147507,1444,0.81856,485.053,592.569,3,6,1356792413,1011139,3,6,0,0,0,1,0,0,0,0,1,0
localhost,1184,686,0.147099,1448,0.81768,485.127,593.297,3,6,1356792418,1011140,3,6,0,0,0,1,0,0,0,0,1,0
localhost,1186,687,0.146897,1450,0.817931,485.164,593.16,3,6,1356792420,1011140,3,6,0,0,0,1,0,0,0,0,1,0
localhost,1188,688,0.147383,1452,0.818182,485.201,593.024,3,6,1356792422,1011140,3,6,0,0,0,1,0,0,0,0,1,0
localhost,1190,689,0.14718,1454,0.818432,485.238,592.887,3,6,1356792422,1011140,3,6,0,0,0,1,0,0,0,0,1,0
localhost,1192,690,0.14718,1454,0.819807,485.942,592.752,3,6,1356792424,1011140,3,6,0,0,0,1,0,0,0,0,1,0
localhost,1194,691,0.146978,1456,0.820055,485.978,592.616,3,6,1356792426,1011140,3,5,0,0,0,2,0,0,0,0,1,0
localhost,1196,693,0.146776,1458,0.820302,486.716,593.338,3,6,1356792426,1011140,3,5,0,0,0,2,0,0,0,0,1,0
localhost,1198,694,0.146676,1459,0.82111,487.084,593.202,3,6,1356792428,1011140,3,5,0,0,0,2,0,0,0,0,1,0
localhost,1200,695,0.146375,1462,0.820793,486.785,593.067,3,6,1356792431,1011140,3,6,0,0,0,1,0,0,0,0,1,0
localhost,1202,696,0.146858,1464,0.821038,486.82,592.932,3,6,1356792433,1011140,3,6,0,0,0,1,0,0,0,0,1,0
localhost,1204,697,0.146658,1466,0.821282,486.854,592.797,3,6,1356792435,1011140,3,4,0,0,0,4,0,0,0,0,1,0
localhost,1206,698,0.147239,1467,0.822086,487.22,592.663,3,6,1356792435,1011142,3,5,0,0,0,4,0,0,0,0,1,0
localhost,1208,700,0.147039,1469,0.822328,487.951,593.377,3,6,1356792439,1011145,3,8,0,0,0,1,0,0,0,0,1,0
localhost,1210,701,0.146739,1472,0.822011,487.652,593.243,3,6,1356792439,1011145,3,8,0,0,0,1,0,0,0,0,1,0
localhost,1212,702,0.146739,1472,0.82337,488.348,593.109,3,6,1356792441,1011145,3,8,0,0,0,1,0,0,0,0,1,0
localhost,1214,703,0.147218,1474,0.823609,488.38,592.975,3,6,1356792443,1011145,3,8,0,0,0,1,0,0,0,0,1,0
localhost,1216,704,0.147797,1475,0.824407,488.743,592.842,3,6,1356792445,1011145,3,6,0,0,0,3,0,0,0,0,1,0
localhost,1218,705,0.147596,1477,0.824645,488.775,592.709,3,6,1356792447,1011145,3,6,0,0,0,3,0,0,0,0,1,0
localhost,1220,707,0.148073,1479,0.824882,489.498,593.416,3,6,1356792447,1011145,3,6,0,0,0,3,0,0,0,0,1,0
localhost,1222,708,0.147973,1480,0.825676,489.859,593.283,3,6,1356792449,1011145,3,8,0,0,0,1,0,0,0,0,1,0
localhost,1224,709,0.147674,1483,0.825354,489.559,593.15,3,6,1356792451,1011145,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1226,710,0.148348,1483,0.826703,490.249,593.018,3,6,1356792452,1011145,3,8,0,0,0,1,0,0,0,0,1,0
localhost,1228,711,0.148148,1485,0.826936,490.279,592.886,3,6,1356792455,1011145,3,5,0,0,0,4,0,0,0,0,1,0
localhost,1230,712,0.147949,1487,0.827169,490.308,592.754,3,6,1356792457,1011147,3,5,0,0,0,4,0,0,0,0,1,0
localhost,1232,714,0.148322,1490,0.826846,490.695,593.455,3,6,1356792459,1011150,5,6,0,0,0,1,0,0,0,0,1,0
localhost,1234,715,0.148123,1492,0.827078,490.724,593.323,3,6,1356792461,1011150,3,5,0,0,0,5,0,0,0,0,1,0
localhost,1236,716,0.147925,1494,0.827309,490.752,593.191,3,6,1356792463,1011150,3,5,0,0,0,5,0,0,0,0,1,0
localhost,1238,717,0.148495,1495,0.828094,491.109,593.06,3,6,1356792465,1011150,3,5,0,0,0,5,0,0,0,0,1,0
localhost,1240,718,0.148965,1497,0.828323,491.137,592.929,3,6,1356792466,1011150,3,9,0,0,0,1,0,0,0,0,1,0
localhost,1242,719,0.149433,1499,0.828552,491.165,592.799,3,6,1356792469,1011150,3,5,0,0,0,5,0,0,0,0,1,0
localhost,1244,720,0.149234,1501,0.828781,491.193,592.669,3,6,1356792470,1011150,3,5,0,0,0,5,0,0,0,0,1,0
localhost,1246,722,0.149701,1503,0.829009,491.902,593.361,3,6,1356792470,1011150,3,5,0,0,0,5,0,0,0,0,1,0
localhost,1248,723,0.149601,1504,0.829787,492.255,593.231,3,6,1356792472,1011150,3,5,0,0,0,5,0,0,0,0,1,0
localhost,1250,724,0.149502,1505,0.830565,492.609,593.101,3,6,1356792474,1011150,3,5,0,0,0,5,0,0,0,0,1,0
localhost,1252,725,0.149967,1507,0.83079,492.634,592.971,3,6,1356792476,1011150,3,5,0,0,0,5,0,0,0,0,1,0
localhost,1254,726,0.149768,1509,0.831014,492.66,592.842,3,6,1356792479,1011152,3,4,0,0,0,3,0,0,3,0,1,0
localhost,1256,727,0.14957,1511,0.831238,492.686,592.713,3,6,1356792481,1011154,3,6,0,0,0,3,0,0,2,0,1,0
localhost,1258,729,0.149372,1513,0.831461,493.388,593.399,3,6,1356792483,1011154,3,5,0,0,0,0,0,0,6,0,1,0
localhost,1260,730,0.149736,1516,0.831135,493.087,593.27,3,6,1356792486,1011155,3,6,0,0,0,2,0,0,3,0,1,0
localhost,1262,731,0.149539,1518,0.831357,493.112,593.141,3,6,1356792486,1011155,3,4,0,0,0,0,0,0,7,0,1,0
localhost,1264,732,0.149539,1518,0.832675,493.787,593.013,3,6,1356792488,1011155,4,5,0,0,0,0,0,0,7,0,1,0
localhost,1266,733,0.15,1520,0.832895,493.811,592.885,3,6,1356792490,1011155,3,5,0,0,0,0,0,0,8,0,1,0
localhost,1268,734,0.149705,1523,0.832567,493.51,592.757,3,6,1356792493,1011155,3,5,0,0,0,0,0,0,15,0,1,0
localhost,1270,736,0.150164,1525,0.832787,494.206,593.436,3,6,1356792495,1011155,3,9,0,0,0,1,0,0,9,0,1,0
localhost,1272,737,0.149771,1529,0.831916,493.583,593.308,3,6,1356792497,1011155,3,9,0,0,0,1,0,0,9,0,1,0
localhost,1273,737,0.149673,1530,0.832026,493.26,592.842,4,5,1356792499,1011155,3,9,0,0,0,0,0,0,10,0,1,0
localhost,1276,739,0.150131,1532,0.832898,493.953,593.053,3,6,1356792501,1011156,4,13,0,0,0,1,0,0,4,0,1,0
localhost,1278,740,0.149935,1534,0.833116,493.977,592.926,3,6,1356792501,1011156,3,10,0,0,0,2,0,1,4,0,1,0
localhost,1280,741,0.150391,1536,0.833333,494,592.8,3,6,1356792503,1011200,3,9,0,0,0,0,0,0,6,0,1,0
localhost,1282,743,0.150391,1536,0.834635,495.333,593.473,3,6,1356792505,1011200,4,8,0,0,0,0,0,0,6,0,1,0
localhost,1284,744,0.150293,1537,0.835394,495.677,593.346,3,6,1356792508,1011200,3,8,0,0,0,0,0,0,7,0,1,0
localhost,1286,745,0.150552,1541,0.834523,495.055,593.219,3,6,1356792511,1011200,3,8,0,0,0,0,0,0,6,0,1,0
localhost,1288,746,0.151005,1543,0.834738,495.077,593.093,3,6,1356792511,1011200,4,9,0,0,0,4,0,0,0,0,1,0
localhost,1290,747,0.151653,1543,0.836034,495.741,592.967,3,6,1356792513,1011200,3,9,0,0,0,1,0,0,4,0,1,0
localhost,1292,748,0.151456,1545,0.836246,495.762,592.842,3,6,1356792515,1011200,3,9,0,0,0,4,0,0,1,0,1,0
localhost,1294,750,0.151809,1548,0.835917,496.124,593.509,3,6,1356792517,1011200,3,9,0,0,0,0,0,0,5,0,1,0
localhost,1296,751,0.151711,1549,0.836669,496.465,593.383,3,6,1356792519,1011200,4,9,0,0,0,0,0,0,4,0,1,0
localhost,1298,752,0.151515,1551,0.836879,496.485,593.257,3,6,1356792521,1011200,3,9,0,0,0,4,0,1,0,0,1,0
localhost,1300,753,0.151964,1553,0.83709,496.505,593.132,3,6,1356792523,1011200,3,8,0,0,0,2,0,0,3,0,1,0
localhost,1302,754,0.151768,1555,0.837299,496.525,593.008,3,6,1356792524,1011200,3,8,0,0,0,2,0,0,3,0,1,0
localhost,1304,755,0.152216,1557,0.837508,496.545,592.883,3,6,1356792525,1011200,3,8,0,0,0,2,0,0,3,0,1,0
localhost,1306,757,0.152662,1559,0.837716,497.221,593.544,3,6,1356792526,1011200,3,8,0,0,0,0,0,0,5,0,1,0
localhost,1308,758,0.152662,1559,0.838999,497.878,593.419,3,6,1356792528,1011203,3,9,0,0,0,3,0,0,1,0,1,0
localhost,1310,759,0.153205,1560,0.839744,498.215,593.295,3,6,1356792530,1011205,3,9,0,0,0,3,0,0,1,0,1,0
localhost,1312,760,0.153009,1562,0.839949,498.233,593.171,3,6,1356792533,1011205,3,9,0,0,0,4,0,0,0,0,1,0
localhost,1314,761,0.153355,1565,0.839617,497.932,593.047,3,6,1356792535,1011205,3,9,0,0,0,4,0,0,0,0,1,0
localhost,1316,762,0.153061,1568,0.839286,497.633,592.924,3,6,1356792537,1011205,3,8,0,0,0,4,0,0,1,0,1,0
localhost,1318,764,0.152866,1570,0.83949,498.303,593.578,3,6,1356792540,1011205,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1320,765,0.153308,1572,0.839695,498.321,593.455,3,6,1356792540,1011205,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1322,766,0.153651,1575,0.839365,498.022,593.331,3,6,1356792542,1011205,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1324,767,0.154286,1575,0.840635,498.672,593.208,3,6,1356792546,1011206,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1326,768,0.153895,1579,0.839772,498.057,593.086,3,6,1356792549,1011206,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1328,769,0.1537,1581,0.839975,498.075,592.964,3,6,1356792549,1011206,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1330,770,0.153506,1583,0.840177,498.092,592.842,3,6,1356792551,1011208,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1332,772,0.153506,1583,0.84144,499.386,593.489,3,6,1356792553,1011210,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1334,773,0.153846,1586,0.84111,499.087,593.367,3,6,1356792556,1011210,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1336,774,0.153652,1588,0.84131,499.103,593.246,3,6,1356792558,1011210,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1338,775,0.153459,1590,0.841509,499.119,593.124,3,6,1356792558,1011210,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1340,776,0.153266,1592,0.841709,499.136,593.003,3,6,1356792560,1011210,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1341,777,0.153266,1592,0.842337,499.779,593.324,4,5,1356792565,1011210,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1344,779,0.154039,1597,0.841578,499.497,593.524,3,6,1356792567,1011210,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1346,780,0.15375,1600,0.84125,499.2,593.403,3,6,1356792567,1011210,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1348,781,0.154375,1600,0.8425,499.84,593.282,3,6,1356792569,1011210,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1350,782,0.154182,1602,0.842697,499.855,593.161,3,6,1356792571,1011210,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1352,783,0.15399,1604,0.842893,499.87,593.041,3,6,1356792574,1011210,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1354,784,0.153798,1606,0.843088,499.885,592.922,3,6,1356792576,1011210,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1356,786,0.153607,1608,0.843284,500.537,593.558,3,6,1356792578,1011212,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1358,787,0.153321,1611,0.842955,500.241,593.437,3,6,1356792580,1011212,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1360,788,0.153131,1613,0.843149,500.255,593.318,3,6,1356792583,1011213,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1362,789,0.152941,1615,0.843344,500.27,593.198,3,6,1356792585,1011215,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1364,790,0.152658,1618,0.843016,499.975,593.079,3,6,1356792587,1011215,3,9,0,0,0,0,0,0,0,0,1,0
localhost,1366,791,0.152469,1620,0.84321,499.99,592.96,3,6,1356792587,1011215,3,9,0,0,0,0,0,0,0,0,1,0
